coordenada x [mm];coordenada y [mm];frecuencia de fallos
81.13776940828174;-21.740799788611746;1
-68.25;-0.0;1
81.13776940828174;21.74079978861174;1
-92.15698336800087;38.17267237841771;1
-92.15698336800087;-38.17267237841771;1
92.15698336800087;38.17267237841771;1
-81.13776940828174;-21.74079978861174;1
68.25;0.0;1
92.15698336800087;-38.17267237841771;1
-99.75;-0.0;1
99.75;0.0;1
-81.13776940828174;21.740799788611746;1
